Datum,Lokalzeit,Last [kW],Globalstrahlung [W/m2],Lufttemperatur [°C]
21.01.2021,04:45:00,49239.04,0,-3.8
21.01.2021,05:00:00,49205.78,0,-3.8
21.01.2021,05:15:00,49869.94,0,-3.4
21.01.2021,05:30:00,50587.84,0,-3.4
21.01.2021,05:45:00,51695.69,0,-3.4
21.01.2021,06:00:00,53288.69,0,-3.4
21.01.2021,06:15:00,55039.75,0,-3.2
21.01.2021,06:30:00,56411.58,0,-3.2
21.01.2021,06:45:00,58066.54,0,-3.2
21.01.2021,07:00:00,59695.57,0,-3.2
21.01.2021,07:15:00,60226.87,0,-2.7
21.01.2021,07:30:00,61222.54,0,-2.7
21.01.2021,07:45:00,61849.78,0,-2.7
21.01.2021,08:00:00,62326.37,0,-2.7
21.01.2021,08:15:00,61738.47,21.7,-2.3
21.01.2021,08:30:00,61321.62,21.7,-2.3
21.01.2021,08:45:00,62356.03,21.7,-2.3
21.01.2021,09:00:00,62512.06,21.7,-2.3
21.01.2021,09:15:00,60975.7,143.4,-0.9
21.01.2021,09:30:00,59474.18,143.4,-0.9
21.01.2021,09:45:00,58865.75,143.4,-0.9
21.01.2021,10:00:00,58318.17,143.4,-0.9
21.01.2021,10:15:00,57318.82,211.7,0.7
21.01.2021,10:30:00,56750.37,211.7,0.7
21.01.2021,10:45:00,55838.44,211.7,0.7
21.01.2021,11:00:00,55745.6,211.7,0.7
21.01.2021,11:15:00,56271.98,231.7,2
21.01.2021,11:30:00,57740.81,231.7,2
21.01.2021,11:45:00,59971.02,231.7,2
21.01.2021,12:00:00,60586.12,231.7,2
21.01.2021,12:15:00,56534.95,238.4,4.4
21.01.2021,12:30:00,52642.51,238.4,4.4
21.01.2021,12:45:00,51597.69,238.4,4.4
21.01.2021,13:00:00,50560.93,238.4,4.4
21.01.2021,13:15:00,50555.07,176.7,5.7
21.01.2021,13:30:00,50452.68,176.7,5.7
21.01.2021,13:45:00,51308.17,176.7,5.7
21.01.2021,14:00:00,51489.75,176.7,5.7
21.01.2021,14:15:00,51804.8,191.7,6.3
21.01.2021,14:30:00,51630.72,191.7,6.3
21.01.2021,14:45:00,51573.48,191.7,6.3
21.01.2021,15:00:00,51589.92,191.7,6.3
21.01.2021,15:15:00,52282.13,46.7,6.4
21.01.2021,15:30:00,52689.36,46.7,6.4
21.01.2021,15:45:00,52677.14,46.7,6.4
21.01.2021,16:00:00,53306.13,46.7,6.4
21.01.2021,16:15:00,54074.01,6.7,5
21.01.2021,16:30:00,55302.47,6.7,5
21.01.2021,16:45:00,56136.28,6.7,5
21.01.2021,17:00:00,56991.06,6.7,5
21.01.2021,17:15:00,58518.92,0,3.8
21.01.2021,17:30:00,60505.18,0,3.8
21.01.2021,17:45:00,61814.99,0,3.8
21.01.2021,18:00:00,63140.77,0,3.8
21.01.2021,18:15:00,62812.68,0,3.7
21.01.2021,18:30:00,63365.36,0,3.7
21.01.2021,18:45:00,63271.34,0,3.7
21.01.2021,19:00:00,63663.23,0,3.7
21.01.2021,19:15:00,62067.66,0,3.3
21.01.2021,19:30:00,61592.44,0,3.3
21.01.2021,19:45:00,60833.77,0,3.3
21.01.2021,20:00:00,60072.89,0,3.3
21.01.2021,20:15:00,60252.59,0,3.1
21.01.2021,20:30:00,59497.79,0,3.1
21.01.2021,20:45:00,59294.98,0,3.1
21.01.2021,21:00:00,57837.21,0,3.1
21.01.2021,21:15:00,58004.36,0,1.7
21.01.2021,21:30:00,57127.43,0,1.7
21.01.2021,21:45:00,55881.73,0,1.7
21.01.2021,22:00:00,54710.81,0,1.7
21.01.2021,22:15:00,56312.3,0,2.4
21.01.2021,22:30:00,55939.56,0,2.4
21.01.2021,22:45:00,55279,0,2.4
21.01.2021,23:00:00,53603.81,0,2.4
21.01.2021,23:15:00,53436.53,0,2.5
21.01.2021,23:30:00,52224.31,0,2.5
21.01.2021,23:45:00,50577.07,0,2.5
22.01.2021,00:00:00,49651.02,0,2.5
22.01.2021,00:15:00,50030.63,0,2.6
22.01.2021,00:30:00,50204.52,0,2.6
22.01.2021,00:45:00,49416.04,0,2.6
22.01.2021,01:00:00,47980.98,0,2.6
22.01.2021,01:15:00,47831.71,0,2.1
22.01.2021,01:30:00,46254.58,0,2.1
22.01.2021,01:45:00,46339.72,0,2.1
22.01.2021,02:00:00,45261.48,0,2.1
22.01.2021,02:15:00,44909.73,0,7.4
22.01.2021,02:30:00,45161.65,0,7.4
22.01.2021,02:45:00,44590.2,0,7.4
22.01.2021,03:00:00,43835.98,0,7.4
22.01.2021,03:15:00,44445.82,0,6.8
22.01.2021,03:30:00,43888.77,0,6.8
22.01.2021,03:45:00,43719.2,0,6.8
22.01.2021,04:00:00,43566.05,0,6.8
22.01.2021,04:15:00,43000.31,0,5.9
22.01.2021,04:30:00,43470.66,0,5.9
22.01.2021,04:45:00,43711.12,0,5.9
22.01.2021,05:00:00,44009.74,0,5.9
22.01.2021,05:15:00,45181.97,0,4.3
22.01.2021,05:30:00,46217.22,0,4.3
22.01.2021,05:45:00,47729.39,0,4.3
22.01.2021,06:00:00,49051.48,0,4.3
22.01.2021,06:15:00,50637.6,0,3.7
22.01.2021,06:30:00,52375.12,0,3.7
22.01.2021,06:45:00,54070.9,0,3.7
22.01.2021,07:00:00,55402,0,3.7
22.01.2021,07:15:00,56626.41,0,3.8
22.01.2021,07:30:00,57534.4,0,3.8
22.01.2021,07:45:00,58643.47,0,3.8
22.01.2021,08:00:00,57649.37,0,3.8
22.01.2021,08:15:00,58018.39,56.7,4.3
22.01.2021,08:30:00,57786.27,56.7,4.3
22.01.2021,08:45:00,57619.68,56.7,4.3
22.01.2021,09:00:00,56573.86,56.7,4.3
22.01.2021,09:15:00,54243.44,193.4,4.6
22.01.2021,09:30:00,52504.07,193.4,4.6
22.01.2021,09:45:00,50623.25,193.4,4.6
22.01.2021,10:00:00,50040.9,193.4,4.6
22.01.2021,10:15:00,49761.65,298.4,6.1
22.01.2021,10:30:00,48954.36,298.4,6.1
22.01.2021,10:45:00,47856.44,298.4,6.1
22.01.2021,11:00:00,47817.3,298.4,6.1
22.01.2021,11:15:00,48702.56,278.4,7.7
22.01.2021,11:30:00,50958.66,278.4,7.7
22.01.2021,11:45:00,53280.1,278.4,7.7
22.01.2021,12:00:00,53338,278.4,7.7
22.01.2021,12:15:00,49126.74,118.4,8.5
22.01.2021,12:30:00,45769.05,118.4,8.5
22.01.2021,12:45:00,45647.89,118.4,8.5
22.01.2021,13:00:00,47293.82,118.4,8.5
22.01.2021,13:15:00,48643.53,156.7,6.8
22.01.2021,13:30:00,48622.74,156.7,6.8
22.01.2021,13:45:00,48558.93,156.7,6.8
22.01.2021,14:00:00,48596.39,156.7,6.8
22.01.2021,14:15:00,48609.69,155,7.2
22.01.2021,14:30:00,49424.2,155,7.2
22.01.2021,14:45:00,49578.08,155,7.2
22.01.2021,15:00:00,47999.64,155,7.2
22.01.2021,15:15:00,47734.37,111.7,6.6
22.01.2021,15:30:00,48098.31,111.7,6.6
22.01.2021,15:45:00,48560.91,111.7,6.6
22.01.2021,16:00:00,49274.18,111.7,6.6
22.01.2021,16:15:00,50274.47,8.3,6.2
22.01.2021,16:30:00,51541.39,8.3,6.2
22.01.2021,16:45:00,52366.27,8.3,6.2
22.01.2021,17:00:00,53792.18,8.3,6.2
22.01.2021,17:15:00,56114.81,0,4.1
22.01.2021,17:30:00,57991.69,0,4.1
22.01.2021,17:45:00,59961.72,0,4.1
22.01.2021,18:00:00,61115.38,0,4.1
22.01.2021,18:15:00,61109.64,0,2.7
22.01.2021,18:30:00,61671.88,0,2.7
22.01.2021,18:45:00,61389.61,0,2.7
22.01.2021,19:00:00,60900.15,0,2.7
22.01.2021,19:15:00,60470.57,0,1.8
22.01.2021,19:30:00,59360.68,0,1.8
22.01.2021,19:45:00,58535.79,0,1.8
22.01.2021,20:00:00,57619.14,0,1.8
22.01.2021,20:15:00,57813.11,0,1.7
22.01.2021,20:30:00,57016.65,0,1.7
22.01.2021,20:45:00,56456.41,0,1.7
22.01.2021,21:00:00,55496.37,0,1.7
22.01.2021,21:15:00,55730.98,0,2.8
22.01.2021,21:30:00,54766.66,0,2.8
22.01.2021,21:45:00,53080.29,0,2.8
22.01.2021,22:00:00,52662.86,0,2.8
22.01.2021,22:15:00,54463.68,0,2.9
22.01.2021,22:30:00,54121.21,0,2.9
22.01.2021,22:45:00,53581.03,0,2.9
22.01.2021,23:00:00,52522.62,0,2.9
22.01.2021,23:15:00,52329.34,0,3
22.01.2021,23:30:00,51905.83,0,3
22.01.2021,23:45:00,51082.44,0,3
23.01.2021,00:00:00,50722.5,0,3
23.01.2021,00:15:00,51448.74,0,2.1
23.01.2021,00:30:00,50650.31,0,2.1
23.01.2021,00:45:00,50177.36,0,2.1
23.01.2021,01:00:00,49690.47,0,2.1
23.01.2021,01:15:00,49730.26,0,0.5
23.01.2021,01:30:00,48657.4,0,0.5
23.01.2021,01:45:00,48559.46,0,0.5
23.01.2021,02:00:00,48884.34,0,0.5
23.01.2021,02:15:00,49431.82,0,0.4
23.01.2021,02:30:00,48611.32,0,0.4
23.01.2021,02:45:00,47951.59,0,0.4
23.01.2021,03:00:00,47883.55,0,0.4
23.01.2021,03:15:00,49166.52,0,0.3
23.01.2021,03:30:00,48506.61,0,0.3
23.01.2021,03:45:00,48006.3,0,0.3
23.01.2021,04:00:00,47426.62,0,0.3
23.01.2021,04:15:00,46640.25,0,0.3
23.01.2021,04:30:00,46061.59,0,0.3
23.01.2021,04:45:00,45293.23,0,0.3
23.01.2021,05:00:00,45273.09,0,0.3
23.01.2021,05:15:00,45394.62,0,0.6
23.01.2021,05:30:00,46133.49,0,0.6
23.01.2021,05:45:00,46156.83,0,0.6
23.01.2021,06:00:00,46531.23,0,0.6
23.01.2021,06:15:00,46714.11,0,0.8
23.01.2021,06:30:00,47727.08,0,0.8
23.01.2021,06:45:00,48078.6,0,0.8
23.01.2021,07:00:00,48800.6,0,0.8
23.01.2021,07:15:00,48909.92,0,0.7
23.01.2021,07:30:00,49336.52,0,0.7
23.01.2021,07:45:00,49708.13,0,0.7
23.01.2021,08:00:00,49930.6,0,0.7
23.01.2021,08:15:00,50300.66,80,0.6
23.01.2021,08:30:00,50582.06,80,0.6
23.01.2021,08:45:00,50284.07,80,0.6
23.01.2021,09:00:00,50256.25,80,0.6
23.01.2021,09:15:00,50434.25,126.7,1.2
23.01.2021,09:30:00,50213.82,126.7,1.2
23.01.2021,09:45:00,49936.23,126.7,1.2
23.01.2021,10:00:00,50077.39,126.7,1.2
23.01.2021,10:15:00,50261.43,183.4,1.8
23.01.2021,10:30:00,49431.73,183.4,1.8
23.01.2021,10:45:00,49298.82,183.4,1.8
23.01.2021,11:00:00,49299.21,183.4,1.8
23.01.2021,11:15:00,49695.13,226.7,2.6
23.01.2021,11:30:00,49393.8,226.7,2.6
23.01.2021,11:45:00,50026.17,226.7,2.6
23.01.2021,12:00:00,50044.63,226.7,2.6
23.01.2021,12:15:00,48561.36,246.7,3.1
23.01.2021,12:30:00,47187.43,246.7,3.1
23.01.2021,12:45:00,45828.88,246.7,3.1
23.01.2021,13:00:00,45063.74,246.7,3.1
23.01.2021,13:15:00,46179.75,205,2.9
23.01.2021,13:30:00,46511.21,205,2.9
23.01.2021,13:45:00,46258.39,205,2.9
23.01.2021,14:00:00,45866.81,205,2.9
23.01.2021,14:15:00,46690.38,390.1,3.3
23.01.2021,14:30:00,45314.41,390.1,3.3
23.01.2021,14:45:00,44880.98,390.1,3.3
23.01.2021,15:00:00,46727.16,390.1,3.3
23.01.2021,15:15:00,48094.84,51.7,2.7
23.01.2021,15:30:00,49986.21,51.7,2.7
23.01.2021,15:45:00,50016.43,51.7,2.7
23.01.2021,16:00:00,50624.37,51.7,2.7
23.01.2021,16:15:00,52818.62,11.7,2.1
23.01.2021,16:30:00,53369.28,11.7,2.1
23.01.2021,16:45:00,55914.12,11.7,2.1
23.01.2021,17:00:00,56797.48,11.7,2.1
23.01.2021,17:15:00,58486.72,11.7,1.2
23.01.2021,17:30:00,60208.73,11.7,1.2
23.01.2021,17:45:00,62806.56,11.7,1.2
23.01.2021,18:00:00,63818.54,11.7,1.2
23.01.2021,18:15:00,64606.72,11.7,1.2
23.01.2021,18:30:00,64847.51,11.7,1.2
23.01.2021,18:45:00,64544.89,11.7,1.2
23.01.2021,19:00:00,63663.35,11.7,1.2
23.01.2021,19:15:00,62333.41,11.7,1.3
23.01.2021,19:30:00,61225.34,11.7,1.3
23.01.2021,19:45:00,59237,11.7,1.3
23.01.2021,20:00:00,58185.6,11.7,1.3
23.01.2021,20:15:00,57606.15,11.7,1
23.01.2021,20:30:00,58385.94,11.7,1
23.01.2021,20:45:00,56892.75,11.7,1
23.01.2021,21:00:00,56164.28,11.7,1
23.01.2021,21:15:00,56352.57,11.7,0.4
23.01.2021,21:30:00,55441.53,11.7,0.4
23.01.2021,21:45:00,54385.11,11.7,0.4
23.01.2021,22:00:00,53961.93,11.7,0.4
23.01.2021,22:15:00,55465.22,11.7,0.9
23.01.2021,22:30:00,55077.77,11.7,0.9
23.01.2021,22:45:00,54755.7,11.7,0.9
23.01.2021,23:00:00,53378.03,11.7,0.9
23.01.2021,23:15:00,52803.88,11.7,1.3
23.01.2021,23:30:00,52065.22,11.7,1.3
23.01.2021,23:45:00,51358.78,11.7,1.3
24.01.2021,00:00:00,50591.21,11.7,1.3
24.01.2021,00:15:00,50115.13,11.7,2.1
24.01.2021,00:30:00,49439.92,11.7,2.1
24.01.2021,00:45:00,48307.96,11.7,2.1
24.01.2021,01:00:00,47505.14,11.7,2.1
24.01.2021,01:15:00,46662.8,0,1.5
24.01.2021,01:30:00,46058.83,0,1.5
24.01.2021,01:45:00,45609.63,0,1.5
24.01.2021,02:00:00,45448.86,0,1.5
24.01.2021,02:15:00,46062.1,0,1.3
24.01.2021,02:30:00,46408.68,0,1.3
24.01.2021,02:45:00,45148.72,0,1.3
24.01.2021,03:00:00,44032.32,0,1.3
24.01.2021,03:15:00,44596.1,0,1.4
24.01.2021,03:30:00,44393.38,0,1.4
24.01.2021,03:45:00,45189.49,0,1.4
24.01.2021,04:00:00,43485.35,0,1.4
24.01.2021,04:15:00,43740.48,0,0.9
24.01.2021,04:30:00,43789.03,0,0.9
24.01.2021,04:45:00,44870.95,0,0.9
24.01.2021,05:00:00,45709.22,0,0.9
24.01.2021,05:15:00,46183.78,0,0.3
24.01.2021,05:30:00,46514.3,0,0.3
24.01.2021,05:45:00,46597.47,0,0.3
24.01.2021,06:00:00,46390.96,0,0.3
24.01.2021,06:15:00,46724.81,0,0
24.01.2021,06:30:00,46840.63,0,0
24.01.2021,06:45:00,47513.6,0,0
24.01.2021,07:00:00,47487.18,0,0
24.01.2021,07:15:00,48003.37,0,-0.7
24.01.2021,07:30:00,48597.5,0,-0.7
24.01.2021,07:45:00,49241.43,0,-0.7
24.01.2021,08:00:00,49599.2,0,-0.7
24.01.2021,08:15:00,49779.96,38.3,-1.2
24.01.2021,08:30:00,50541.36,38.3,-1.2
24.01.2021,08:45:00,50687.49,38.3,-1.2
24.01.2021,09:00:00,49857.85,38.3,-1.2
24.01.2021,09:15:00,49570.35,128.4,1.1
24.01.2021,09:30:00,49151.89,128.4,1.1
24.01.2021,09:45:00,48912.49,128.4,1.1
24.01.2021,10:00:00,47570.1,128.4,1.1
24.01.2021,10:15:00,46455.24,128.4,1.7
24.01.2021,10:30:00,45123.29,128.4,1.7
24.01.2021,10:45:00,43574.54,128.4,1.7
24.01.2021,11:00:00,43423.21,128.4,1.7
24.01.2021,11:15:00,42627.17,128.4,2.1
24.01.2021,11:30:00,43057.24,128.4,2.1
24.01.2021,11:45:00,44400.2,128.4,2.1
24.01.2021,12:00:00,45403.04,128.4,2.1
24.01.2021,12:15:00,43421.67,128.4,2.4
24.01.2021,12:30:00,41712.97,128.4,2.4
24.01.2021,12:45:00,40659.99,128.4,2.4
24.01.2021,13:00:00,39240.2,128.4,2.4
24.01.2021,13:15:00,38724.59,128.4,2.9
24.01.2021,13:30:00,38043.89,128.4,2.9
24.01.2021,13:45:00,37512.77,128.4,2.9
24.01.2021,14:00:00,37557.46,128.4,2.9
24.01.2021,14:15:00,38310.42,128.4,3.1
24.01.2021,14:30:00,38032.13,128.4,3.1
24.01.2021,14:45:00,37258.18,128.4,3.1
24.01.2021,15:00:00,38140.7,128.4,3.1
24.01.2021,15:15:00,38988.56,128.4,3.3
24.01.2021,15:30:00,39735,128.4,3.3
24.01.2021,15:45:00,40600.83,128.4,3.3
24.01.2021,16:00:00,41503.95,128.4,3.3
24.01.2021,16:15:00,42782.4,128.4,0.7
24.01.2021,16:30:00,44856.04,128.4,0.7
24.01.2021,16:45:00,47765.34,128.4,0.7
24.01.2021,17:00:00,50609.04,128.4,0.7
24.01.2021,17:15:00,53240.71,0,-2.5
24.01.2021,17:30:00,57044.7,0,-2.5
24.01.2021,17:45:00,60179.12,0,-2.5
24.01.2021,18:00:00,62130.01,0,-2.5
24.01.2021,18:15:00,63136.72,128.4,-3.8
24.01.2021,18:30:00,63000.95,128.4,-3.8
24.01.2021,18:45:00,63245.24,128.4,-3.8
24.01.2021,19:00:00,63082.82,128.4,-3.8
24.01.2021,19:15:00,61743.69,128.4,-4.1
24.01.2021,19:30:00,61482.81,128.4,-4.1
24.01.2021,19:45:00,60210.93,128.4,-4.1
24.01.2021,20:00:00,59683.39,128.4,-4.1
24.01.2021,20:15:00,59626.19,0,-2.9
24.01.2021,20:30:00,58441.72,0,-2.9
24.01.2021,20:45:00,57328.03,0,-2.9
24.01.2021,21:00:00,56255.4,0,-2.9
24.01.2021,21:15:00,56076.08,0,-2.5
24.01.2021,21:30:00,55498.84,0,-2.5
24.01.2021,21:45:00,54524.45,0,-2.5
24.01.2021,22:00:00,53554.15,0,-2.5
24.01.2021,22:15:00,55074.54,0,-3.2
24.01.2021,22:30:00,54342.35,0,-3.2
24.01.2021,22:45:00,54413.34,0,-3.2
24.01.2021,23:00:00,52497.01,0,-3.2
24.01.2021,23:15:00,52031.85,0,-3.2
24.01.2021,23:30:00,51571.88,0,-3.2
24.01.2021,23:45:00,50803.59,0,-3.2
25.01.2021,00:00:00,50159.83,0,-3.2
25.01.2021,00:15:00,50443.85,0,-2.9
25.01.2021,00:30:00,49112.66,0,-2.9
25.01.2021,00:45:00,48625.83,0,-2.9
25.01.2021,01:00:00,49163.19,0,-2.9
25.01.2021,01:15:00,49266.4,0,-2.9
25.01.2021,01:30:00,47587.56,0,-2.9
25.01.2021,01:45:00,47330.07,0,-2.9
25.01.2021,02:00:00,46481.61,0,-2.9
25.01.2021,02:15:00,47456.9,0,-2.6
25.01.2021,02:30:00,46576.04,0,-2.6
25.01.2021,02:45:00,45982.67,0,-2.6
25.01.2021,03:00:00,46632.84,0,-2.6
25.01.2021,03:15:00,47314.36,0,-2.1
25.01.2021,03:30:00,47039.88,0,-2.1
25.01.2021,03:45:00,47011.5,0,-2.1
25.01.2021,04:00:00,46508.12,0,-2.1
25.01.2021,04:15:00,47070.31,0,-2.7
25.01.2021,04:30:00,46250.5,0,-2.7
25.01.2021,04:45:00,47109.61,0,-2.7
25.01.2021,05:00:00,46496.08,0,-2.7
25.01.2021,05:15:00,48276.36,0,-2.6
25.01.2021,05:30:00,48738.6,0,-2.6
25.01.2021,05:45:00,51031.73,0,-2.6
25.01.2021,06:00:00,53062.19,0,-2.6
25.01.2021,06:15:00,55346.2,0,-1.7
25.01.2021,06:30:00,56555.43,0,-1.7
25.01.2021,06:45:00,57795.26,0,-1.7
25.01.2021,07:00:00,58968.48,0,-1.7
25.01.2021,07:15:00,58744.44,0,-1
25.01.2021,07:30:00,60262.29,0,-1
25.01.2021,07:45:00,61978.14,0,-1
25.01.2021,08:00:00,61200.22,0,-1
25.01.2021,08:15:00,62359.29,0,0.8
25.01.2021,08:30:00,62059.66,0,0.8
25.01.2021,08:45:00,62779.38,0,0.8
25.01.2021,09:00:00,62759.87,0,0.8
25.01.2021,09:15:00,62345.52,0,1.5
25.01.2021,09:30:00,61449.75,0,1.5
25.01.2021,09:45:00,61927.24,0,1.5
25.01.2021,10:00:00,62210.21,0,1.5
25.01.2021,10:15:00,60571.63,0,2.5
25.01.2021,10:30:00,60225.94,0,2.5
25.01.2021,10:45:00,59108.27,0,2.5
25.01.2021,11:00:00,58198.41,0,2.5
25.01.2021,11:15:00,58993.67,0,1.8
25.01.2021,11:30:00,60160.09,0,1.8
25.01.2021,11:45:00,62147.83,0,1.8
25.01.2021,12:00:00,63518.76,0,1.8
25.01.2021,12:15:00,58464.83,0,1.7
25.01.2021,12:30:00,54823.98,0,1.7
25.01.2021,12:45:00,53192.23,0,1.7
25.01.2021,13:00:00,53232.53,0,1.7
25.01.2021,13:15:00,54206.33,0,2.3
25.01.2021,13:30:00,53405.48,0,2.3
25.01.2021,13:45:00,55862.63,0,2.3
25.01.2021,14:00:00,57128.51,0,2.3
25.01.2021,14:15:00,55595.44,0,0.6
25.01.2021,14:30:00,55291.16,0,0.6
25.01.2021,14:45:00,54443.72,0,0.6
25.01.2021,15:00:00,53843.12,0,0.6
25.01.2021,15:15:00,54656.85,0,1.3
25.01.2021,15:30:00,54762.5,0,1.3
25.01.2021,15:45:00,56097.9,0,1.3
25.01.2021,16:00:00,56354.24,0,1.3
25.01.2021,16:15:00,56264.06,16.7,0.4
25.01.2021,16:30:00,56599.41,16.7,0.4
25.01.2021,16:45:00,57572.05,16.7,0.4
25.01.2021,17:00:00,58803.52,16.7,0.4
25.01.2021,17:15:00,60794.68,0,-0.1
25.01.2021,17:30:00,63005.17,0,-0.1
25.01.2021,17:45:00,65472.02,0,-0.1
25.01.2021,18:00:00,65942,0,-0.1
25.01.2021,18:15:00,66557.61,0,0.1
25.01.2021,18:30:00,66204.1,0,0.1
25.01.2021,18:45:00,65461.8,0,0.1
25.01.2021,19:00:00,65416.93,0,0.1
25.01.2021,19:15:00,64012.64,0,0
25.01.2021,19:30:00,63033.37,0,0
25.01.2021,19:45:00,62726.67,0,0
25.01.2021,20:00:00,63262.53,0,0
25.01.2021,20:15:00,62604.81,0,-0.2
25.01.2021,20:30:00,61767.21,0,-0.2
25.01.2021,20:45:00,61535.3,0,-0.2
25.01.2021,21:00:00,60680.25,0,-0.2
25.01.2021,21:15:00,59781.66,0,-0.7
25.01.2021,21:30:00,58674.96,0,-0.7
25.01.2021,21:45:00,57351.8,0,-0.7
25.01.2021,22:00:00,56690.52,0,-0.7
25.01.2021,22:15:00,58243.89,0,-0.7
25.01.2021,22:30:00,57726.3,0,-0.7
25.01.2021,22:45:00,57322.6,0,-0.7
25.01.2021,23:00:00,55775.37,0,-0.7
25.01.2021,23:15:00,56553.72,0,-0.7
25.01.2021,23:30:00,55950.93,0,-0.7
25.01.2021,23:45:00,53854.08,0,-0.7
26.01.2021,00:00:00,53302.26,0,-0.7
26.01.2021,00:15:00,53783.66,0,-0.5
26.01.2021,00:30:00,52806.13,0,-0.5
26.01.2021,00:45:00,52199.3,0,-0.5
26.01.2021,01:00:00,51394.82,0,-0.5
26.01.2021,01:15:00,51156.16,0,-0.6
26.01.2021,01:30:00,50069.25,0,-0.6
26.01.2021,01:45:00,50632.87,0,-0.6
26.01.2021,02:00:00,49496.07,0,-0.6
26.01.2021,02:15:00,50517.02,0,-0.7
26.01.2021,02:30:00,49487.37,0,-0.7
26.01.2021,02:45:00,49085.07,0,-0.7
26.01.2021,03:00:00,48908.13,0,-0.7
26.01.2021,03:15:00,49769.52,0,-0.6
26.01.2021,03:30:00,49010.42,0,-0.6
26.01.2021,03:45:00,48581.38,0,-0.6
26.01.2021,04:00:00,47976.19,0,-0.6
26.01.2021,04:15:00,48528,0,-1.6
26.01.2021,04:30:00,48743.2,0,-1.6
26.01.2021,04:45:00,49517.3,0,-1.6
26.01.2021,05:00:00,49245.6,0,-1.6
26.01.2021,05:15:00,50481.07,0,-1.6
26.01.2021,05:30:00,51592.84,0,-1.6
26.01.2021,05:45:00,52871.88,0,-1.6
26.01.2021,06:00:00,54384.29,0,-1.6
26.01.2021,06:15:00,56512.02,0,-1.7
26.01.2021,06:30:00,58656.92,0,-1.7
26.01.2021,06:45:00,58896.12,0,-1.7
26.01.2021,07:00:00,59881.5,0,-1.7
26.01.2021,07:15:00,61573.91,0,-1.7
26.01.2021,07:30:00,63830.94,0,-1.7
26.01.2021,07:45:00,63893.52,0,-1.7
26.01.2021,08:00:00,64367.02,0,-1.7
26.01.2021,08:15:00,64960.21,13.3,-1.2
26.01.2021,08:30:00,64951.2,13.3,-1.2
26.01.2021,08:45:00,64459.81,13.3,-1.2
26.01.2021,09:00:00,63571.2,13.3,-1.2
26.01.2021,09:15:00,63473.21,65,-0.5
26.01.2021,09:30:00,62504.55,65,-0.5
26.01.2021,09:45:00,62327.52,65,-0.5
26.01.2021,10:00:00,62535.75,65,-0.5
26.01.2021,10:15:00,61820.9,245,0.4
26.01.2021,10:30:00,62653.89,245,0.4
26.01.2021,10:45:00,61975.86,245,0.4
26.01.2021,11:00:00,61758.71,245,0.4
26.01.2021,11:15:00,61692.28,166.7,1.1
26.01.2021,11:30:00,61560.06,166.7,1.1
26.01.2021,11:45:00,61050.19,166.7,1.1
26.01.2021,12:00:00,60695.89,166.7,1.1
26.01.2021,12:15:00,57852.74,166.7,0.9
26.01.2021,12:30:00,55216.95,166.7,0.9
26.01.2021,12:45:00,53491.41,166.7,0.9
26.01.2021,13:00:00,52583.66,166.7,0.9
26.01.2021,13:15:00,53137.95,166.7,1.4
26.01.2021,13:30:00,52436.76,166.7,1.4
26.01.2021,13:45:00,52089.72,166.7,1.4
26.01.2021,14:00:00,51989,166.7,1.4
26.01.2021,14:15:00,52714.88,166.7,2.1
26.01.2021,14:30:00,53681.09,166.7,2.1
26.01.2021,14:45:00,52918.32,166.7,2.1
26.01.2021,15:00:00,52595.21,166.7,2.1
26.01.2021,15:15:00,53145.52,166.7,2.1
26.01.2021,15:30:00,52896.74,166.7,2.1
26.01.2021,15:45:00,53253.17,166.7,2.1
26.01.2021,16:00:00,54299.73,166.7,2.1
26.01.2021,16:15:00,54892.56,166.7,1.3
26.01.2021,16:30:00,55663.69,166.7,1.3
26.01.2021,16:45:00,55998.1,166.7,1.3
26.01.2021,17:00:00,57869.42,166.7,1.3
26.01.2021,17:15:00,59431.77,166.7,-0.4
26.01.2021,17:30:00,61792.2,166.7,-0.4
26.01.2021,17:45:00,64437.69,166.7,-0.4
26.01.2021,18:00:00,65845.34,166.7,-0.4
26.01.2021,18:15:00,66618.09,0,-0.8
26.01.2021,18:30:00,66972.21,0,-0.8
26.01.2021,18:45:00,66534.16,0,-0.8
26.01.2021,19:00:00,66246.14,0,-0.8
26.01.2021,19:15:00,64574.38,0,-0.2
26.01.2021,19:30:00,63665.53,0,-0.2
26.01.2021,19:45:00,63147.65,0,-0.2
26.01.2021,20:00:00,62711.9,0,-0.2
26.01.2021,20:15:00,63328.71,0,0.1
26.01.2021,20:30:00,62697.38,0,0.1
26.01.2021,20:45:00,61621.11,0,0.1
26.01.2021,21:00:00,60491.58,0,0.1
26.01.2021,21:15:00,60352.14,0,-1
26.01.2021,21:30:00,59470.85,0,-1
26.01.2021,21:45:00,58568.58,0,-1
26.01.2021,22:00:00,58004.17,0,-1
26.01.2021,22:15:00,58992.65,0,-1.4
26.01.2021,22:30:00,58623.55,0,-1.4
26.01.2021,22:45:00,58428.76,0,-1.4
26.01.2021,23:00:00,57160.7,0,-1.4
26.01.2021,23:15:00,56608.46,0,-1.8
26.01.2021,23:30:00,55395.26,0,-1.8
26.01.2021,23:45:00,55217.73,0,-1.8
27.01.2021,00:00:00,54826.05,0,-1.8
27.01.2021,00:15:00,54954.04,0,-2.2
27.01.2021,00:30:00,54032.99,0,-2.2
