Datum,Lokalzeit,Last [kW],Globalstrahlung [W/m2],Lufttemperatur [°C]
22.12.2021,11:45:00,60717.92,66.7,-0.2
22.12.2021,12:00:00,60738.88,66.7,-0.2
22.12.2021,12:15:00,58423.3,69.4,-0.1
22.12.2021,12:30:00,56547.38,69.4,-0.1
22.12.2021,12:45:00,55799.96,69.4,-0.1
22.12.2021,13:00:00,55750.02,69.4,-0.1
22.12.2021,13:15:00,56523.23,66.7,-0.1
22.12.2021,13:30:00,56751.8,66.7,-0.1
22.12.2021,13:45:00,55884.44,66.7,-0.1
22.12.2021,14:00:00,55984.24,66.7,-0.1
22.12.2021,14:15:00,55912.07,50,-0.3
22.12.2021,14:30:00,56008.28,50,-0.3
22.12.2021,14:45:00,56179.73,50,-0.3
22.12.2021,15:00:00,56324.81,50,-0.3
22.12.2021,15:15:00,56629.03,30.6,-0.3
22.12.2021,15:30:00,56709.16,30.6,-0.3
22.12.2021,15:45:00,57030.24,30.6,-0.3
22.12.2021,16:00:00,57483.01,30.6,-0.3
22.12.2021,16:15:00,58398.78,5.6,-0.6
22.12.2021,16:30:00,59454.81,5.6,-0.6
22.12.2021,16:45:00,60566.87,5.6,-0.6
22.12.2021,17:00:00,62861.15,5.6,-0.6
22.12.2021,17:15:00,64507.37,0,-0.7
22.12.2021,17:30:00,64729.37,0,-0.7
22.12.2021,17:45:00,65575.3,0,-0.7
22.12.2021,18:00:00,65788.38,0,-0.7
22.12.2021,18:15:00,66023.26,0,-0.7
22.12.2021,18:30:00,67222.49,0,-0.7
22.12.2021,18:45:00,67085.8,0,-0.7
22.12.2021,19:00:00,66571.72,0,-0.7
22.12.2021,19:15:00,65902.26,0,-0.9
22.12.2021,19:30:00,64495.38,0,-0.9
22.12.2021,19:45:00,64412.15,0,-0.9
22.12.2021,20:00:00,64008.69,0,-0.9
22.12.2021,20:15:00,63809.4,0,-1.1
22.12.2021,20:30:00,63343.91,0,-1.1
22.12.2021,20:45:00,62615.66,0,-1.1
22.12.2021,21:00:00,61917.31,0,-1.1
22.12.2021,21:15:00,61720.4,0,-1.2
22.12.2021,21:30:00,60322.31,0,-1.2
22.12.2021,21:45:00,58871.36,0,-1.2
22.12.2021,22:00:00,57819.44,0,-1.2
22.12.2021,22:15:00,59060.67,0,-1.2
22.12.2021,22:30:00,58434.14,0,-1.2
22.12.2021,22:45:00,57945.52,0,-1.2
22.12.2021,23:00:00,57251.84,0,-1.2
22.12.2021,23:15:00,56364.78,0,-1.2
22.12.2021,23:30:00,55605.54,0,-1.2
22.12.2021,23:45:00,55388.42,0,-1.2
23.12.2021,00:00:00,54559.09,0,-1.2
23.12.2021,00:15:00,54908.24,0,-1.3
23.12.2021,00:30:00,53819.08,0,-1.3
23.12.2021,00:45:00,53134.74,0,-1.3
23.12.2021,01:00:00,52529.44,0,-1.3
23.12.2021,01:15:00,52701.8,0,-1.5
23.12.2021,01:30:00,51137.15,0,-1.5
23.12.2021,01:45:00,50847.74,0,-1.5
23.12.2021,02:00:00,49253.81,0,-1.5
23.12.2021,02:15:00,49522.47,0,-1.7
23.12.2021,02:30:00,49445.89,0,-1.7
23.12.2021,02:45:00,49094.57,0,-1.7
23.12.2021,03:00:00,49051.22,0,-1.7
23.12.2021,03:15:00,49175.83,0,-2
23.12.2021,03:30:00,48795.35,0,-2
23.12.2021,03:45:00,48322.99,0,-2
23.12.2021,04:00:00,48408.26,0,-2
23.12.2021,04:15:00,48892.55,0,-2.2
23.12.2021,04:30:00,49120.86,0,-2.2
23.12.2021,04:45:00,50034.8,0,-2.2
23.12.2021,05:00:00,49731.5,0,-2.2
23.12.2021,05:15:00,50478.44,0,-2.2
23.12.2021,05:30:00,51313.1,0,-2.2
23.12.2021,05:45:00,52080.96,0,-2.2
23.12.2021,06:00:00,53389.08,0,-2.2
23.12.2021,06:15:00,54611.95,0,-2.3
23.12.2021,06:30:00,55636.06,0,-2.3
23.12.2021,06:45:00,56567.86,0,-2.3
23.12.2021,07:00:00,58336.38,0,-2.3
23.12.2021,07:15:00,58582.85,0,-3.1
23.12.2021,07:30:00,59966.72,0,-3.1
23.12.2021,07:45:00,61248.07,0,-3.1
23.12.2021,08:00:00,62226.74,0,-3.1
23.12.2021,08:15:00,62067.54,22.2,-2.8
23.12.2021,08:30:00,60865.01,22.2,-2.8
23.12.2021,08:45:00,60320.97,22.2,-2.8
23.12.2021,09:00:00,59709.87,22.2,-2.8
23.12.2021,09:15:00,59289.77,72.2,-2.2
23.12.2021,09:30:00,57332.84,72.2,-2.2
23.12.2021,09:45:00,56274.04,72.2,-2.2
23.12.2021,10:00:00,54109.54,72.2,-2.2
23.12.2021,10:15:00,53156.74,144.4,-0.8
23.12.2021,10:30:00,51656.24,144.4,-0.8
23.12.2021,10:45:00,50452.04,144.4,-0.8
23.12.2021,11:00:00,50072.14,144.4,-0.8
23.12.2021,11:15:00,49437.92,236.1,1.1
23.12.2021,11:30:00,49410.73,236.1,1.1
23.12.2021,11:45:00,50361.87,236.1,1.1
23.12.2021,12:00:00,50810.47,236.1,1.1
23.12.2021,12:15:00,48898.17,191.7,1.9
23.12.2021,12:30:00,47796.33,191.7,1.9
23.12.2021,12:45:00,48025,191.7,1.9
23.12.2021,13:00:00,47117.16,191.7,1.9
23.12.2021,13:15:00,46526.26,205.6,3.9
23.12.2021,13:30:00,46793.89,205.6,3.9
23.12.2021,13:45:00,46195.06,205.6,3.9
23.12.2021,14:00:00,46061.8,205.6,3.9
23.12.2021,14:15:00,47747.94,122.2,5.3
23.12.2021,14:30:00,47781.72,122.2,5.3
23.12.2021,14:45:00,48487.6,122.2,5.3
23.12.2021,15:00:00,48765.55,122.2,5.3
23.12.2021,15:15:00,50039.93,27.8,5.2
23.12.2021,15:30:00,50472.51,27.8,5.2
23.12.2021,15:45:00,51222.8,27.8,5.2
23.12.2021,16:00:00,51729.03,27.8,5.2
23.12.2021,16:15:00,53213.91,5.6,4.9
23.12.2021,16:30:00,54607.86,5.6,4.9
23.12.2021,16:45:00,55588.03,5.6,4.9
23.12.2021,17:00:00,58219.86,5.6,4.9
23.12.2021,17:15:00,59235.96,0,4.4
23.12.2021,17:30:00,60016.78,0,4.4
23.12.2021,17:45:00,60428.49,0,4.4
23.12.2021,18:00:00,60997.58,0,4.4
23.12.2021,18:15:00,60937.37,0,4
23.12.2021,18:30:00,60609.16,0,4
23.12.2021,18:45:00,60089.92,0,4
23.12.2021,19:00:00,59824.2,0,4
23.12.2021,19:15:00,58733.22,0,3.8
23.12.2021,19:30:00,58326.06,0,3.8
23.12.2021,19:45:00,57550.25,0,3.8
23.12.2021,20:00:00,56814.96,0,3.8
23.12.2021,20:15:00,58188.3,0,3.9
23.12.2021,20:30:00,57541.6,0,3.9
23.12.2021,20:45:00,56559.86,0,3.9
23.12.2021,21:00:00,55395.76,0,3.9
23.12.2021,21:15:00,54786.58,0,4.4
23.12.2021,21:30:00,54357.25,0,4.4
23.12.2021,21:45:00,53088.96,0,4.4
23.12.2021,22:00:00,52270.73,0,4.4
23.12.2021,22:15:00,53989.8,0,4.5
23.12.2021,22:30:00,53580.83,0,4.5
23.12.2021,22:45:00,53573.75,0,4.5
23.12.2021,23:00:00,51809.77,0,4.5
23.12.2021,23:15:00,51430.01,0,4.2
23.12.2021,23:30:00,50029.01,0,4.2
23.12.2021,23:45:00,49754.5,0,4.2
24.12.2021,00:00:00,49636.78,0,4.2
24.12.2021,00:15:00,49132.07,0,2.9
24.12.2021,00:30:00,48458.9,0,2.9
24.12.2021,00:45:00,48135.81,0,2.9
24.12.2021,01:00:00,47174.56,0,2.9
24.12.2021,01:15:00,47379.21,0,1.7
24.12.2021,01:30:00,45798.96,0,1.7
24.12.2021,01:45:00,44714.99,0,1.7
24.12.2021,02:00:00,43497.61,0,1.7
24.12.2021,02:15:00,44492.95,0,1.2
24.12.2021,02:30:00,44404.17,0,1.2
24.12.2021,02:45:00,44264.15,0,1.2
24.12.2021,03:00:00,42858.1,0,1.2
24.12.2021,03:15:00,43329.01,0,2.2
24.12.2021,03:30:00,42490.34,0,2.2
24.12.2021,03:45:00,42059.28,0,2.2
24.12.2021,04:00:00,41540.27,0,2.2
24.12.2021,04:15:00,41393.5,0,1.5
24.12.2021,04:30:00,41547.26,0,1.5
24.12.2021,04:45:00,42120.02,0,1.5
24.12.2021,05:00:00,42407.35,0,1.5
24.12.2021,05:15:00,43389.79,0,1.2
24.12.2021,05:30:00,43958.98,0,1.2
24.12.2021,05:45:00,44728.07,0,1.2
24.12.2021,06:00:00,45276.51,0,1.2
24.12.2021,06:15:00,46136.68,0,1.5
24.12.2021,06:30:00,46556.6,0,1.5
24.12.2021,06:45:00,47042.13,0,1.5
24.12.2021,07:00:00,47468.74,0,1.5
24.12.2021,07:15:00,47836.7,0,2.1
24.12.2021,07:30:00,48637.74,0,2.1
24.12.2021,07:45:00,49582.74,0,2.1
24.12.2021,08:00:00,50411.53,0,2.1
24.12.2021,08:15:00,50280.59,8.3,4.2
24.12.2021,08:30:00,50104.7,8.3,4.2
24.12.2021,08:45:00,50133.75,8.3,4.2
24.12.2021,09:00:00,49417.56,8.3,4.2
24.12.2021,09:15:00,50230.96,22.2,5.2
24.12.2021,09:30:00,49932.93,22.2,5.2
24.12.2021,09:45:00,49694.31,22.2,5.2
24.12.2021,10:00:00,50124.01,22.2,5.2
24.12.2021,10:15:00,50600.45,19.4,5.3
24.12.2021,10:30:00,50756.97,19.4,5.3
24.12.2021,10:45:00,50911.99,19.4,5.3
24.12.2021,11:00:00,50201.04,19.4,5.3
24.12.2021,11:15:00,49344.41,58.3,6.2
24.12.2021,11:30:00,49818.6,58.3,6.2
24.12.2021,11:45:00,49259.7,58.3,6.2
24.12.2021,12:00:00,49190.45,58.3,6.2
24.12.2021,12:15:00,48657.54,58.3,6.8
24.12.2021,12:30:00,48536.5,58.3,6.8
24.12.2021,12:45:00,48920.25,58.3,6.8
24.12.2021,13:00:00,48112.23,58.3,6.8
24.12.2021,13:15:00,48881.33,30.6,6.5
24.12.2021,13:30:00,48898.36,30.6,6.5
24.12.2021,13:45:00,48597.03,30.6,6.5
24.12.2021,14:00:00,48436.5,30.6,6.5
24.12.2021,14:15:00,48156.58,41.7,6.7
24.12.2021,14:30:00,48072.95,41.7,6.7
24.12.2021,14:45:00,48159.92,41.7,6.7
24.12.2021,15:00:00,48627.68,41.7,6.7
24.12.2021,15:15:00,48890.06,16.7,6.4
24.12.2021,15:30:00,49997.51,16.7,6.4
24.12.2021,15:45:00,50014.96,16.7,6.4
24.12.2021,16:00:00,50769.3,16.7,6.4
24.12.2021,16:15:00,51878.65,2.8,6.3
24.12.2021,16:30:00,53061.08,2.8,6.3
24.12.2021,16:45:00,54629.93,2.8,6.3
24.12.2021,17:00:00,56627.27,2.8,6.3
24.12.2021,17:15:00,57608.03,0,6
24.12.2021,17:30:00,58934.91,0,6
24.12.2021,17:45:00,59156.18,0,6
24.12.2021,18:00:00,59365.89,0,6
24.12.2021,18:15:00,58458.39,0,5.8
24.12.2021,18:30:00,57320.38,0,5.8
24.12.2021,18:45:00,55520.84,0,5.8
24.12.2021,19:00:00,54283.28,0,5.8
24.12.2021,19:15:00,53094.72,0,5.8
24.12.2021,19:30:00,52119.98,0,5.8
24.12.2021,19:45:00,50965.59,0,5.8
24.12.2021,20:00:00,49534.75,0,5.8
24.12.2021,20:15:00,49997.47,0,5.8
24.12.2021,20:30:00,49504.19,0,5.8
24.12.2021,20:45:00,49134.65,0,5.8
24.12.2021,21:00:00,48242.92,0,5.8
24.12.2021,21:15:00,48694.59,0,6.1
24.12.2021,21:30:00,48729.54,0,6.1
24.12.2021,21:45:00,48473.66,0,6.1
24.12.2021,22:00:00,47570.55,0,6.1
24.12.2021,22:15:00,49401,0,5.6
24.12.2021,22:30:00,49158.72,0,5.6
24.12.2021,22:45:00,49467.42,0,5.6
24.12.2021,23:00:00,48870.38,0,5.6
24.12.2021,23:15:00,49052.38,0,5.3
24.12.2021,23:30:00,48439.19,0,5.3
24.12.2021,23:45:00,48357.66,0,5.3
25.12.2021,00:00:00,48501.72,0,5.3
25.12.2021,00:15:00,48928.68,0,4.9
25.12.2021,00:30:00,47722.9,0,4.9
25.12.2021,00:45:00,47091.83,0,4.9
25.12.2021,01:00:00,45885.96,0,4.9
25.12.2021,01:15:00,45617.36,0,4.3
25.12.2021,01:30:00,44186.98,0,4.3
25.12.2021,01:45:00,42645.45,0,4.3
25.12.2021,02:00:00,42012.72,0,4.3
25.12.2021,02:15:00,42815.06,0,4.2
25.12.2021,02:30:00,42728.8,0,4.2
25.12.2021,02:45:00,42790.64,0,4.2
25.12.2021,03:00:00,41313.53,0,4.2
25.12.2021,03:15:00,42144.4,0,4
25.12.2021,03:30:00,41707.27,0,4
25.12.2021,03:45:00,40509.35,0,4
25.12.2021,04:00:00,40212.01,0,4
25.12.2021,04:15:00,40134.48,0,3.8
25.12.2021,04:30:00,39844.66,0,3.8
25.12.2021,04:45:00,40015.54,0,3.8
25.12.2021,05:00:00,40057.59,0,3.8
25.12.2021,05:15:00,41344.6,0,3.8
25.12.2021,05:30:00,40965,0,3.8
25.12.2021,05:45:00,41167.01,0,3.8
25.12.2021,06:00:00,41373.8,0,3.8
25.12.2021,06:15:00,41738,0,4.1
25.12.2021,06:30:00,41244.57,0,4.1
25.12.2021,06:45:00,41759.36,0,4.1
25.12.2021,07:00:00,42075.93,0,4.1
25.12.2021,07:15:00,41527.33,0,4.4
25.12.2021,07:30:00,42186.29,0,4.4
25.12.2021,07:45:00,42316.01,0,4.4
25.12.2021,08:00:00,42654.54,0,4.4
25.12.2021,08:15:00,43155.88,5.6,4.6
25.12.2021,08:30:00,43038.57,5.6,4.6
25.12.2021,08:45:00,43107.8,5.6,4.6
25.12.2021,09:00:00,43115.38,5.6,4.6
25.12.2021,09:15:00,44057.98,27.8,5.6
25.12.2021,09:30:00,44136.15,27.8,5.6
25.12.2021,09:45:00,43435.39,27.8,5.6
25.12.2021,10:00:00,43988.24,27.8,5.6
25.12.2021,10:15:00,44655.5,30.6,5.9
25.12.2021,10:30:00,44638.06,30.6,5.9
25.12.2021,10:45:00,44745.46,30.6,5.9
25.12.2021,11:00:00,44918.12,30.6,5.9
25.12.2021,11:15:00,44834.96,52.8,6.8
25.12.2021,11:30:00,45908.03,52.8,6.8
25.12.2021,11:45:00,46794.44,52.8,6.8
25.12.2021,12:00:00,46688.78,52.8,6.8
25.12.2021,12:15:00,45816.82,52.8,7.1
25.12.2021,12:30:00,45330.33,52.8,7.1
25.12.2021,12:45:00,45831.96,52.8,7.1
25.12.2021,13:00:00,46523.15,52.8,7.1
25.12.2021,13:15:00,47583.08,36.1,7.3
25.12.2021,13:30:00,47023.88,36.1,7.3
25.12.2021,13:45:00,46747.49,36.1,7.3
25.12.2021,14:00:00,45564.94,36.1,7.3
25.12.2021,14:15:00,44413.75,66.7,7.8
25.12.2021,14:30:00,44470.92,66.7,7.8
25.12.2021,14:45:00,44342.95,66.7,7.8
25.12.2021,15:00:00,44609.65,66.7,7.8
25.12.2021,15:15:00,44543.95,36.1,7.9
25.12.2021,15:30:00,44983.39,36.1,7.9
25.12.2021,15:45:00,45719.91,36.1,7.9
25.12.2021,16:00:00,46008.61,36.1,7.9
25.12.2021,16:15:00,47173.2,2.8,7.5
25.12.2021,16:30:00,48002.17,2.8,7.5
25.12.2021,16:45:00,49553.72,2.8,7.5
25.12.2021,17:00:00,51191.85,2.8,7.5
25.12.2021,17:15:00,52658.37,0,6.9
25.12.2021,17:30:00,53496.27,0,6.9
25.12.2021,17:45:00,54290.88,0,6.9
25.12.2021,18:00:00,54761.17,0,6.9
25.12.2021,18:15:00,53920.5,0,6.4
25.12.2021,18:30:00,53513.78,0,6.4
25.12.2021,18:45:00,52968,0,6.4
25.12.2021,19:00:00,52145.01,0,6.4
25.12.2021,19:15:00,51106.27,0,6.3
25.12.2021,19:30:00,49977.94,0,6.3
25.12.2021,19:45:00,49365.15,0,6.3
25.12.2021,20:00:00,48956.73,0,6.3
25.12.2021,20:15:00,48301.07,0,6.4
25.12.2021,20:30:00,48035.72,0,6.4
25.12.2021,20:45:00,47602.02,0,6.4
25.12.2021,21:00:00,47289.74,0,6.4
25.12.2021,21:15:00,47924.14,0,6.2
25.12.2021,21:30:00,47493.52,0,6.2
25.12.2021,21:45:00,47368.23,0,6.2
25.12.2021,22:00:00,46422.11,0,6.2
25.12.2021,22:15:00,47680.3,0,6
25.12.2021,22:30:00,47200.62,0,6
25.12.2021,22:45:00,47175.34,0,6
25.12.2021,23:00:00,46246.71,0,6
25.12.2021,23:15:00,46104.7,0,5.9
25.12.2021,23:30:00,44968.79,0,5.9
25.12.2021,23:45:00,44147.87,0,5.9
26.12.2021,00:00:00,43411.23,0,5.9
26.12.2021,00:15:00,43511.8,0,5.9
26.12.2021,00:30:00,42573.6,0,5.9
26.12.2021,00:45:00,41802.98,0,5.9
26.12.2021,01:00:00,40974.47,0,5.9
26.12.2021,01:15:00,39918.18,0,5.9
26.12.2021,01:30:00,39081.47,0,5.9
26.12.2021,01:45:00,39523.37,0,5.9
26.12.2021,02:00:00,38881.01,0,5.9
26.12.2021,02:15:00,39280.66,0,6
26.12.2021,02:30:00,38781.1,0,6
26.12.2021,02:45:00,38423.03,0,6
26.12.2021,03:00:00,38078.82,0,6
26.12.2021,03:15:00,38277.56,0,5.9
26.12.2021,03:30:00,37977.28,0,5.9
26.12.2021,03:45:00,37659.82,0,5.9
26.12.2021,04:00:00,37517.72,0,5.9
26.12.2021,04:15:00,37310.76,0,6
26.12.2021,04:30:00,37011.05,0,6
26.12.2021,04:45:00,36961.54,0,6
26.12.2021,05:00:00,37867.22,0,6
26.12.2021,05:15:00,38332.33,0,5.9
26.12.2021,05:30:00,38823.6,0,5.9
26.12.2021,05:45:00,38992.14,0,5.9
26.12.2021,06:00:00,38836.65,0,5.9
26.12.2021,06:15:00,39399.84,0,6
26.12.2021,06:30:00,39989.28,0,6
26.12.2021,06:45:00,39762.37,0,6
26.12.2021,07:00:00,40193.27,0,6
26.12.2021,07:15:00,40070.06,0,5.8
26.12.2021,07:30:00,40725.09,0,5.8
26.12.2021,07:45:00,41259.48,0,5.8
26.12.2021,08:00:00,42021.49,0,5.8
26.12.2021,08:15:00,42966.74,8.3,5.8
26.12.2021,08:30:00,42998.5,8.3,5.8
26.12.2021,08:45:00,43147.78,8.3,5.8
26.12.2021,09:00:00,44104.46,8.3,5.8
26.12.2021,09:15:00,44073.39,36.1,6.3
26.12.2021,09:30:00,44419.15,36.1,6.3
26.12.2021,09:45:00,44297.42,36.1,6.3
26.12.2021,10:00:00,44667.39,36.1,6.3
26.12.2021,10:15:00,45146.46,33.3,6.7
26.12.2021,10:30:00,44860.9,33.3,6.7
26.12.2021,10:45:00,45100.92,33.3,6.7
26.12.2021,11:00:00,45548.29,33.3,6.7
26.12.2021,11:15:00,44800.99,75,7.3
26.12.2021,11:30:00,45560.97,75,7.3
26.12.2021,11:45:00,45468.1,75,7.3
26.12.2021,12:00:00,45840.84,75,7.3
26.12.2021,12:15:00,44951.16,111.1,8.2
26.12.2021,12:30:00,44084.53,111.1,8.2
26.12.2021,12:45:00,44016.4,111.1,8.2
26.12.2021,13:00:00,43919.74,111.1,8.2
26.12.2021,13:15:00,43304.86,72.2,8.4
26.12.2021,13:30:00,42601.99,72.2,8.4
26.12.2021,13:45:00,42725.13,72.2,8.4
26.12.2021,14:00:00,42521.03,72.2,8.4
26.12.2021,14:15:00,42438.15,61.1,8.3
26.12.2021,14:30:00,42588.11,61.1,8.3
26.12.2021,14:45:00,42550.53,61.1,8.3
26.12.2021,15:00:00,42988,61.1,8.3
26.12.2021,15:15:00,43415.24,27.8,8.1
26.12.2021,15:30:00,43435.39,27.8,8.1
26.12.2021,15:45:00,43322.74,27.8,8.1
26.12.2021,16:00:00,44247.61,27.8,8.1
26.12.2021,16:15:00,45008.22,2.8,7.7
26.12.2021,16:30:00,46226.81,2.8,7.7
26.12.2021,16:45:00,48508.98,2.8,7.7
26.12.2021,17:00:00,50969.84,2.8,7.7
26.12.2021,17:15:00,52170.89,0,7.4
26.12.2021,17:30:00,53258.8,0,7.4
26.12.2021,17:45:00,54740.76,0,7.4
26.12.2021,18:00:00,54982.65,0,7.4
26.12.2021,18:15:00,54755.56,0,7.1
26.12.2021,18:30:00,54377.83,0,7.1
26.12.2021,18:45:00,54038.13,0,7.1
26.12.2021,19:00:00,52655.37,0,7.1
26.12.2021,19:15:00,52490.17,0,6.4
26.12.2021,19:30:00,51356.42,0,6.4
26.12.2021,19:45:00,50335.92,0,6.4
26.12.2021,20:00:00,49880.05,0,6.4
26.12.2021,20:15:00,49763.82,0,6
26.12.2021,20:30:00,49188.55,0,6
26.12.2021,20:45:00,48450.12,0,6
26.12.2021,21:00:00,47835.08,0,6
26.12.2021,21:15:00,48237.52,0,5.7
26.12.2021,21:30:00,47009.03,0,5.7
26.12.2021,21:45:00,46339.66,0,5.7
26.12.2021,22:00:00,46264.92,0,5.7
26.12.2021,22:15:00,46945.34,0,5.4
26.12.2021,22:30:00,46672.62,0,5.4
26.12.2021,22:45:00,46715.54,0,5.4
26.12.2021,23:00:00,45520.27,0,5.4
26.12.2021,23:15:00,45250.31,0,5.7
26.12.2021,23:30:00,44112.45,0,5.7
26.12.2021,23:45:00,43324.9,0,5.7
27.12.2021,00:00:00,42527.29,0,5.7
27.12.2021,00:15:00,42410.9,0,5.8
27.12.2021,00:30:00,41829.74,0,5.8
27.12.2021,00:45:00,40533.52,0,5.8
27.12.2021,01:00:00,40013.95,0,5.8
27.12.2021,01:15:00,39319.13,0,5.3
27.12.2021,01:30:00,38603.96,0,5.3
27.12.2021,01:45:00,38400.91,0,5.3
27.12.2021,02:00:00,36935.75,0,5.3
27.12.2021,02:15:00,37312.75,0,4.7
27.12.2021,02:30:00,37558.08,0,4.7
27.12.2021,02:45:00,37281.6,0,4.7
27.12.2021,03:00:00,37187.42,0,4.7
27.12.2021,03:15:00,37726.98,0,4.2
27.12.2021,03:30:00,37589.82,0,4.2
27.12.2021,03:45:00,37318.5,0,4.2
27.12.2021,04:00:00,37217.26,0,4.2
27.12.2021,04:15:00,37233.79,0,4.7
27.12.2021,04:30:00,37309.16,0,4.7
27.12.2021,04:45:00,37473.05,0,4.7
27.12.2021,05:00:00,38261.12,0,4.7
27.12.2021,05:15:00,39029.06,0,5.1
27.12.2021,05:30:00,40281.07,0,5.1
27.12.2021,05:45:00,40978.6,0,5.1
27.12.2021,06:00:00,42083.61,0,5.1
27.12.2021,06:15:00,42561.14,0,4.3
27.12.2021,06:30:00,43134.93,0,4.3
27.12.2021,06:45:00,44215.44,0,4.3
27.12.2021,07:00:00,44937.44,0,4.3
27.12.2021,07:15:00,44825.83,0,3.2
27.12.2021,07:30:00,46002.46,0,3.2
27.12.2021,07:45:00,46922.24,0,3.2
27.12.2021,08:00:00,47271.32,0,3.2
27.12.2021,08:15:00,47082.19,11.1,2.9
27.12.2021,08:30:00,47353.33,11.1,2.9
27.12.2021,08:45:00,46726.14,11.1,2.9
27.12.2021,09:00:00,46248.78,11.1,2.9
27.12.2021,09:15:00,45325.18,41.7,3.5
27.12.2021,09:30:00,44979.11,41.7,3.5
27.12.2021,09:45:00,43606.35,41.7,3.5
27.12.2021,10:00:00,43158.12,41.7,3.5
27.12.2021,10:15:00,42176.35,94.4,4.7
27.12.2021,10:30:00,42203.38,94.4,4.7
27.12.2021,10:45:00,40822.7,94.4,4.7
27.12.2021,11:00:00,41021.84,94.4,4.7
27.12.2021,11:15:00,40759.02,122.2,5.4
27.12.2021,11:30:00,42001.15,122.2,5.4
27.12.2021,11:45:00,42962.29,122.2,5.4
27.12.2021,12:00:00,43523.8,122.2,5.4
27.12.2021,12:15:00,41724.18,150,6.3
27.12.2021,12:30:00,40461.43,150,6.3
27.12.2021,12:45:00,41162.68,150,6.3
27.12.2021,13:00:00,41723.51,150,6.3
27.12.2021,13:15:00,42696.23,61.1,6.3
27.12.2021,13:30:00,42870.13,61.1,6.3
27.12.2021,13:45:00,42567.68,61.1,6.3
27.12.2021,14:00:00,41983.36,61.1,6.3
27.12.2021,14:15:00,42095.08,47.2,6.3
27.12.2021,14:30:00,43172.5,47.2,6.3
27.12.2021,14:45:00,42933.69,47.2,6.3
27.12.2021,15:00:00,43333.13,47.2,6.3
27.12.2021,15:15:00,43947.28,30.6,6.3
27.12.2021,15:30:00,43889.98,30.6,6.3
27.12.2021,15:45:00,44469.65,30.6,6.3
27.12.2021,16:00:00,44846.42,30.6,6.3
27.12.2021,16:15:00,46804.1,5.6,6
27.12.2021,16:30:00,48011.43,5.6,6
27.12.2021,16:45:00,49567.96,5.6,6
27.12.2021,17:00:00,51451.04,5.6,6
27.12.2021,17:15:00,53529.3,0,5.9
27.12.2021,17:30:00,53995.25,0,5.9
27.12.2021,17:45:00,55076.75,0,5.9
27.12.2021,18:00:00,54850.96,0,5.9
27.12.2021,18:15:00,55287.76,0,6.2
27.12.2021,18:30:00,54653.47,0,6.2
27.12.2021,18:45:00,54387.15,0,6.2
27.12.2021,19:00:00,53787.67,0,6.2
27.12.2021,19:15:00,52923,0,6.6
27.12.2021,19:30:00,52495.61,0,6.6
27.12.2021,19:45:00,52232.85,0,6.6
27.12.2021,20:00:00,50644.2,0,6.6
27.12.2021,20:15:00,51642.49,0,6.6
27.12.2021,20:30:00,51190.82,0,6.6
27.12.2021,20:45:00,49908.42,0,6.6
27.12.2021,21:00:00,49121.21,0,6.6
27.12.2021,21:15:00,49264.59,0,6.4
27.12.2021,21:30:00,48352.88,0,6.4
27.12.2021,21:45:00,47690.88,0,6.4
27.12.2021,22:00:00,46592.23,0,6.4
27.12.2021,22:15:00,48303.34,0,5.8
27.12.2021,22:30:00,47834.1,0,5.8
27.12.2021,22:45:00,48104.44,0,5.8
27.12.2021,23:00:00,47260.24,0,5.8
27.12.2021,23:15:00,46797.99,0,4.8
27.12.2021,23:30:00,46096.94,0,4.8
27.12.2021,23:45:00,45694.34,0,4.8
28.12.2021,00:00:00,44734.14,0,4.8
28.12.2021,00:15:00,44262.08,0,3.8
28.12.2021,00:30:00,43802.58,0,3.8
28.12.2021,00:45:00,43317.69,0,3.8
28.12.2021,01:00:00,42320.42,0,3.8
28.12.2021,01:15:00,42116.3,0,3.7
28.12.2021,01:30:00,40272.56,0,3.7
28.12.2021,01:45:00,39853.31,0,3.7
28.12.2021,02:00:00,39736.19,0,3.7
28.12.2021,02:15:00,40587.79,0,3.3
28.12.2021,02:30:00,41047.76,0,3.3
28.12.2021,02:45:00,40525.57,0,3.3
28.12.2021,03:00:00,40043.57,0,3.3
28.12.2021,03:15:00,40413.31,0,3.2
28.12.2021,03:30:00,39543.34,0,3.2
28.12.2021,03:45:00,38951,0,3.2
28.12.2021,04:00:00,38443.74,0,3.2
28.12.2021,04:15:00,38952.55,0,3.8
28.12.2021,04:30:00,38751.04,0,3.8
28.12.2021,04:45:00,39044.5,0,3.8
28.12.2021,05:00:00,39161.4,0,3.8
28.12.2021,05:15:00,39733.74,0,4.1
28.12.2021,05:30:00,39794.77,0,4.1
28.12.2021,05:45:00,41049.38,0,4.1
28.12.2021,06:00:00,41544.92,0,4.1
28.12.2021,06:15:00,42688.3,0,4.4
28.12.2021,06:30:00,42604.77,0,4.4
28.12.2021,06:45:00,43304.14,0,4.4
28.12.2021,07:00:00,43590.47,0,4.4
28.12.2021,07:15:00,43461.33,0,5.6
28.12.2021,07:30:00,44185.96,0,5.6
28.12.2021,07:45:00,44729.98,0,5.6
28.12.2021,08:00:00,45375.21,0,5.6
28.12.2021,08:15:00,45853.48,2.8,5.8
28.12.2021,08:30:00,45570.2,2.8,5.8
28.12.2021,08:45:00,45534.3,2.8,5.8
